App name,No.,Time,Source,Destination,Protocol,Length,Info
Netflix,16733,662.79627,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16435745 Win=7705088 Len=0
Netflix,16734,662.79638,172.30.1.250,172.30.1.1,TCP,2368,"443  >  34822 [PSH, ACK] Seq=16435745 Ack=41248 Win=2097152 Len=2282 [TCP segment of a reassembled PDU]"
Netflix,16735,662.796559,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16438027 Win=7705088 Len=0
Netflix,16736,662.799085,172.30.1.250,172.30.1.1,TLSv1.3,10048,Application Data
Netflix,16737,662.799425,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16447987 Win=7705088 Len=0
Netflix,16738,662.799502,172.30.1.250,172.30.1.1,TLSv1.3,10048,Application Data
Netflix,16739,662.799779,172.30.1.250,172.30.1.1,TCP,576,"443  >  34822 [PSH, ACK] Seq=16447987 Ack=41248 Win=2097152 Len=488 [TCP segment of a reassembled PDU]"
Netflix,16740,662.799937,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25496780 Win=5884416 Len=0
Netflix,16741,662.799964,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16448475 Win=7705088 Len=0
Netflix,16742,662.800048,172.30.1.250,172.30.1.1,TCP,1880,"443  >  34820 [PSH, ACK] Seq=25496780 Ack=52047 Win=2097152 Len=1794 [TCP segment of a reassembled PDU]"
Netflix,16743,662.800221,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25498574 Win=5884416 Len=0
Netflix,16744,662.815097,172.30.1.250,172.30.1.1,TCP,4004,"443  >  34820 [PSH, ACK] Seq=25498574 Ack=52047 Win=2097152 Len=3918 [TCP segment of a reassembled PDU]"
Netflix,16745,662.815584,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25502492 Win=5888512 Len=0
Netflix,16746,662.818022,172.30.1.250,172.30.1.1,TLSv1.3,10048,Application Data
Netflix,16747,662.818411,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25512452 Win=5884416 Len=0
Netflix,16748,662.8185,172.30.1.250,172.30.1.1,TCP,1880,"443  >  34820 [PSH, ACK] Seq=25512452 Ack=52047 Win=2097152 Len=1794 [TCP segment of a reassembled PDU]"
Netflix,16749,662.818687,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25514246 Win=5890560 Len=0
Netflix,16750,662.828469,172.30.1.250,172.30.1.1,TCP,6616,"443  >  34820 [PSH, ACK] Seq=25514246 Ack=52047 Win=2097152 Len=6530 [TCP segment of a reassembled PDU]"
Netflix,16751,662.82881,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25520776 Win=5888512 Len=0
Netflix,16752,662.833954,172.30.1.250,172.30.1.1,TLSv1.3,10048,Application Data
Netflix,16753,662.834979,172.30.1.250,172.30.1.1,TLSv1.3,10048,Application Data
Netflix,16754,662.835189,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25530736 Win=5884416 Len=0
Netflix,16755,662.835212,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16458435 Win=7705088 Len=0
Netflix,16756,662.835275,172.30.1.250,172.30.1.1,TCP,1376,"443  >  34820 [PSH, ACK] Seq=25530736 Ack=52047 Win=2097152 Len=1287 [TCP segment of a reassembled PDU]"
Netflix,16757,662.835429,172.30.1.250,172.30.1.1,TCP,10048,443  >  34822 [ACK] Seq=16458435 Ack=41248 Win=2097152 Len=9960 [TCP segment of a reassembled PDU]
Netflix,16758,662.835621,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25532023 Win=5891584 Len=0
